Wrd,posAsm,posEng,IdeaID,Meanings
alike,প্ৰকৃত বিশেষণ,Proper Adj.,2403,"তত্তুল্য,তদনুৰূপ,সাইলাখ,তদ্ৰুপ"
analogous,প্ৰকৃত বিশেষণ,Proper Adj.,2403,"তত্তুল্য,তদনুৰূপ,সাইলাখ,তদ্ৰুপ"
akin,প্ৰকৃত বিশেষণ,Proper Adj.,2403,"তত্তুল্য,তদনুৰূপ,সাইলাখ,তদ্ৰুপ"
matching,প্ৰকৃত বিশেষণ,Proper Adj.,2403,"তত্তুল্য,তদনুৰূপ,সাইলাখ,তদ্ৰুপ"
poetic,প্ৰকৃত বিশেষণ,Proper Adj.,2412,"কাব্যসুলভ,কাব্যধৰ্মী,কাব্যিক"
backbiter,প্ৰকৃত বিশেষণ,Proper Adj.,2419,"সূচক,টুটকীয়া,লগনীয়া,কুটনীয়া"
slanderer,প্ৰকৃত বিশেষণ,Proper Adj.,2419,"সূচক,টুটকীয়া,লগনীয়া,কুটনীয়া"
technical,প্ৰকৃত বিশেষণ,Proper Adj.,2422,কাৰিকৰী
ephemeral,প্ৰকৃত বিশেষণ,Proper Adj.,2427,"অনিত্য,অচিৰস্থায়ী,এখন্তেকীয়া,ক্ষণিক"
short-lived,প্ৰকৃত বিশেষণ,Proper Adj.,2427,"অনিত্য,অচিৰস্থায়ী,এখন্তেকীয়া,ক্ষণিক"
temporary,প্ৰকৃত বিশেষণ,Proper Adj.,2427,"অনিত্য,অচিৰস্থায়ী,এখন্তেকীয়া,ক্ষণিক"
momentary,প্ৰকৃত বিশেষণ,Proper Adj.,2427,"অনিত্য,অচিৰস্থায়ী,এখন্তেকীয়া,ক্ষণিক"
transitory,প্ৰকৃত বিশেষণ,Proper Adj.,2427,"অনিত্য,অচিৰস্থায়ী,এখন্তেকীয়া,ক্ষণিক"
momentaneous,প্ৰকৃত বিশেষণ,Proper Adj.,2427,"অনিত্য,অচিৰস্থায়ী,এখন্তেকীয়া,ক্ষণিক"
transient,প্ৰকৃত বিশেষণ,Proper Adj.,2427,"অনিত্য,অচিৰস্থায়ী,এখন্তেকীয়া,ক্ষণিক"
twin,প্ৰকৃত বিশেষণ,Proper Adj.,2437,"যজ্ঞ,যৱঞ্জা,যমজ,যঁজা"
cloudy,প্ৰকৃত বিশেষণ,Proper Adj.,2443,"ডাৱৰীয়া,মেঘালী,গোমোলা,ওমাগোমা"
obscured,প্ৰকৃত বিশেষণ,Proper Adj.,2443,"ডাৱৰীয়া,মেঘালী,গোমোলা,ওমাগোমা"
common,প্ৰকৃত বিশেষণ,Proper Adj.,2449,"এজমালি,উঠেলীয়া,synergetic,উমৈহতীয়া"
synergetic,প্ৰকৃত বিশেষণ,Proper Adj.,2449,"এজমালি,উঠেলীয়া,উমৈহতীয়া,common"
superstitious,প্ৰকৃত বিশেষণ,Proper Adj.,2452,অন্ধবিশ্বাসী
damp,প্ৰকৃত বিশেষণ,Proper Adj.,2461,"চেঁচুক,জেকা,জীপাল,ৰসালি"
humid,প্ৰকৃত বিশেষণ,Proper Adj.,2461,"চেঁচুক,জেকা,জীপাল,ৰসালি"
soggy,প্ৰকৃত বিশেষণ,Proper Adj.,2461,"চেঁচুক,জেকা,জীপাল,ৰসালি"
moist,প্ৰকৃত বিশেষণ,Proper Adj.,2461,"চেঁচুক,জেকা,জীপাল,ৰসালি"
tedious,প্ৰকৃত বিশেষণ,Proper Adj.,2469,"tiring,অতিষ্ঠকৰ,ক্লান্তিকৰ,শ্ৰান্তিজনক"
weary,প্ৰকৃত বিশেষণ,Proper Adj.,2469,"tiring,অতিষ্ঠকৰ,ক্লান্তিকৰ,শ্ৰান্তিজনক"
tiresome,প্ৰকৃত বিশেষণ,Proper Adj.,2469,"tiring,অতিষ্ঠকৰ,ক্লান্তিকৰ,শ্ৰান্তিজনক"
tiring,প্ৰকৃত বিশেষণ,Proper Adj.,2469,"অতিষ্ঠকৰ,ক্লান্তিকৰ,শ্ৰান্তিজনক,ক্লান্তিজনক"
majestic,প্ৰকৃত বিশেষণ,Proper Adj.,2477,"ৰাজসিক,ৰাজোচিত,ৰাজকীয়,magnificient"
magnificient,প্ৰকৃত বিশেষণ,Proper Adj.,2477,"ৰাজসিক,ৰাজোচিত,ৰাজকীয়,majestic"
regal,প্ৰকৃত বিশেষণ,Proper Adj.,2477,"ৰাজসিক,ৰাজোচিত,ৰাজকীয়,majestic"
royal,প্ৰকৃত বিশেষণ,Proper Adj.,2477,"ৰাজসিক,ৰাজোচিত,ৰাজকীয়,majestic"
imperial,প্ৰকৃত বিশেষণ,Proper Adj.,2477,"ৰাজসিক,ৰাজোচিত,ৰাজকীয়,majestic"
present,প্ৰকৃত বিশেষণ,Proper Adj.,2479,"সাম্প্ৰতিক,চল্‌তি,চলন্তি,শেহতীয়া"
current,প্ৰকৃত বিশেষণ,Proper Adj.,2479,"সাম্প্ৰতিক,চল্‌তি,চলন্তি,শেহতীয়া"
in vogue,প্ৰকৃত বিশেষণ,Proper Adj.,2479,"সাম্প্ৰতিক,চল্‌তি,চলন্তি,শেহতীয়া"
prevailing,প্ৰকৃত বিশেষণ,Proper Adj.,2479,"সাম্প্ৰতিক,চল্‌তি,চলন্তি,শেহতীয়া"
frequent,প্ৰকৃত বিশেষণ,Proper Adj.,2481,সঘন
contemporary,প্ৰকৃত বিশেষণ,Proper Adj.,2483,"সমকালীন,সমৱৰ্তী,সহৱৰ্তী,concurrent"
concurrent,প্ৰকৃত বিশেষণ,Proper Adj.,2483,"সমকালীন,সমৱৰ্তী,সহৱৰ্তী,সমসাময়িক"
glamorous,প্ৰকৃত বিশেষণ,Proper Adj.,2484,"মুগ্ধকাৰী,বাহাৰি,চটকদাৰ,মোহিনী"
dazzling,প্ৰকৃত বিশেষণ,Proper Adj.,2484,"মুগ্ধকাৰী,বাহাৰি,চটকদাৰ,মোহিনী"
unwilling,প্ৰকৃত বিশেষণ,Proper Adj.,2486,"অনিচ্ছুক,reluctant"
reluctant,প্ৰকৃত বিশেষণ,Proper Adj.,2486,"অনিচ্ছুক,unwilling"
tricolour,প্ৰকৃত বিশেষণ,Proper Adj.,2493,ত্ৰিৰংগ
tired,প্ৰকৃত বিশেষণ,Proper Adj.,2495,"অৱশ,এলাইছ,কাহিল,লালকাল"
exhausted,প্ৰকৃত বিশেষণ,Proper Adj.,2495,"অৱশ,এলাইছ,কাহিল,লালকাল"
overused,প্ৰকৃত বিশেষণ,Proper Adj.,2495,"অৱশ,এলাইছ,কাহিল,লালকাল"
garrulous,প্ৰকৃত বিশেষণ,Proper Adj.,2497,"কথা চহকী,বহুভাষী,ফটুৱা,বাচাল"
round-faced,প্ৰকৃত বিশেষণ,Proper Adj.,2502,"মলা-মুৱা,moon-faced"
moon-faced,প্ৰকৃত বিশেষণ,Proper Adj.,2502,"মলা-মুৱা,round-faced"
spontaneous,প্ৰকৃত বিশেষণ,Proper Adj.,2515,"স্বতঃস্ফুত,স্বতঃস্ফূৰ্ত্ত,স্বতঃস্ফূনিত,স্বতঃসংঘটিত"
sonic,প্ৰকৃত বিশেষণ,Proper Adj.,2516,শাব্দিক
junior,প্ৰকৃত বিশেষণ,Proper Adj.,2533,"সৰু,অনুজন্মা,কনিষ্ঠা,ছোট"
younger,প্ৰকৃত বিশেষণ,Proper Adj.,2533,"সৰু,অনুজন্মা,কনিষ্ঠা,ছোট"
glacial,প্ৰকৃত বিশেষণ,Proper Adj.,2560,"বৰফাবৃত,বৰফময়,icy,frozen"
icy,প্ৰকৃত বিশেষণ,Proper Adj.,2560,"বৰফাবৃত,বৰফময়,glacial,frozen"
frozen,প্ৰকৃত বিশেষণ,Proper Adj.,2560,"বৰফাবৃত,বৰফময়,glacial,icy"
rose,প্ৰকৃত বিশেষণ,Proper Adj.,2570,"গোলাপী,গুলপীয়া,rosy,pink"
rosy,প্ৰকৃত বিশেষণ,Proper Adj.,2570,"গোলাপী,rose,গুলপীয়া,pink"
pink,প্ৰকৃত বিশেষণ,Proper Adj.,2570,"গোলাপী,rose,গুলপীয়া,rosy"
real,প্ৰকৃত বিশেষণ,Proper Adj.,2586,"প্ৰকৃত,আচল,actual,original"
actual,প্ৰকৃত বিশেষণ,Proper Adj.,2586,"প্ৰকৃত,আচল,real,original"
original,প্ৰকৃত বিশেষণ,Proper Adj.,2586,"প্ৰকৃত,আচল,real,actual"
imaginary,প্ৰকৃত বিশেষণ,Proper Adj.,2587,"কল্পনাপ্ৰসূত,কল্পিত,মনোজ,অবাস্তৱিক"
fictitious,প্ৰকৃত বিশেষণ,Proper Adj.,2587,"কল্পনাপ্ৰসূত,কল্পিত,মনোজ,অবাস্তৱিক"
fictional,প্ৰকৃত বিশেষণ,Proper Adj.,2587,"কল্পনাপ্ৰসূত,কল্পিত,মনোজ,অবাস্তৱিক"
fantastic,প্ৰকৃত বিশেষণ,Proper Adj.,2587,"কল্পনাপ্ৰসূত,কল্পিত,মনোজ,অবাস্তৱিক"
fanciful,প্ৰকৃত বিশেষণ,Proper Adj.,2587,"কল্পনাপ্ৰসূত,কল্পিত,মনোজ,অবাস্তৱিক"
blunt,প্ৰকৃত বিশেষণ,Proper Adj.,2588,"ভোতোহা,বদুৱা,ঢেপেৰা,সোৰা"
audio-visual,প্ৰকৃত বিশেষণ,Proper Adj.,2591,দৃশ্যশ্ৰাব্য
light,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
trim,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
slim,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
lean,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
thin,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
gaunt,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
emaciated,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
scrawny,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
skinny,প্ৰকৃত বিশেষণ,Proper Adj.,2592,"দুৰ্বল,পাতল,লনি,তন্বী"
lax,প্ৰকৃত বিশেষণ,Proper Adj.,2593,"অদৃঢ়,হেলেকা,সোলোক-ঢোলোক,লাক-পাক"
loose,প্ৰকৃত বিশেষণ,Proper Adj.,2593,"অদৃঢ়,হেলেকা,সোলোক-ঢোলোক,লাক-পাক"
slack,প্ৰকৃত বিশেষণ,Proper Adj.,2593,"অদৃঢ়,হেলেকা,সোলোক-ঢোলোক,লাক-পাক"
flabby,প্ৰকৃত বিশেষণ,Proper Adj.,2593,"অদৃঢ়,হেলেকা,সোলোক-ঢোলোক,লাক-পাক"
flaccid,প্ৰকৃত বিশেষণ,Proper Adj.,2593,"অদৃঢ়,হেলেকা,সোলোক-ঢোলোক,লাক-পাক"
destroyed,প্ৰকৃত বিশেষণ,Proper Adj.,2594,"খণ্ড-বিখণ্ড,খয়ঙ্কৰ,ছাৰখাৰ,চূৰ্ণাকৃত"
damaged,প্ৰকৃত বিশেষণ,Proper Adj.,2594,"খণ্ড-বিখণ্ড,খয়ঙ্কৰ,ছাৰখাৰ,চূৰ্ণাকৃত"
demolished,প্ৰকৃত বিশেষণ,Proper Adj.,2594,"খণ্ড-বিখণ্ড,খয়ঙ্কৰ,ছাৰখাৰ,চূৰ্ণাকৃত"
spoilt,প্ৰকৃত বিশেষণ,Proper Adj.,2594,"খণ্ড-বিখণ্ড,খয়ঙ্কৰ,ছাৰখাৰ,চূৰ্ণাকৃত"
bitter,প্ৰকৃত বিশেষণ,Proper Adj.,2596,"তিক্ত,তিতিকি,তিতা"
open,প্ৰকৃত বিশেষণ,Proper Adj.,2598,"মুকলি,ফলংলং,ফলংলঙীয়া,ফলঙা"
exposed,প্ৰকৃত বিশেষণ,Proper Adj.,2598,"মুকলি,ফলংলং,ফলংলঙীয়া,ফলঙা"
opened,প্ৰকৃত বিশেষণ,Proper Adj.,2598,"মুকলি,ফলংলং,ফলংলঙীয়া,ফলঙা"
public place,প্ৰকৃত বিশেষণ,Proper Adj.,2598,"মুকলি,ফলংলং,ফলংলঙীয়া,ফলঙা"
opaque,প্ৰকৃত বিশেষণ,Proper Adj.,2599,"অস্বচ্ছ,দৃষ্টিৰোধক"
annoyed,প্ৰকৃত বিশেষণ,Proper Adj.,2611,"উত্যক্ত,ব্যতিব্যস্ত,বিব্ৰত,ত্যক্ত-বিৰক্ত"
irritated,প্ৰকৃত বিশেষণ,Proper Adj.,2611,"উত্যক্ত,ব্যতিব্যস্ত,বিব্ৰত,ত্যক্ত-বিৰক্ত"
irk,প্ৰকৃত বিশেষণ,Proper Adj.,2611,"উত্যক্ত,ব্যতিব্যস্ত,বিব্ৰত,ত্যক্ত-বিৰক্ত"
bogus,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
counterfeit,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
spurious,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
sham,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
fraudulent,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
fake,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
phony,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
fabricated,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"forged,নকলী,জালি,ছলনাকাৰী"
forged,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,নকলী,জালি,ছলনাকাৰী"
inauthentic,প্ৰকৃত বিশেষণ,Proper Adj.,2613,"fabricated,forged,নকলী,জালি"
oblique,প্ৰকৃত বিশেষণ,Proper Adj.,2614,"আঁকোৰা,এঢলীয়া,কেঁকোৰা,বেঁকাবেঁকি"
bent,প্ৰকৃত বিশেষণ,Proper Adj.,2614,"আঁকোৰা,এঢলীয়া,কেঁকোৰা,বেঁকাবেঁকি"
curved,প্ৰকৃত বিশেষণ,Proper Adj.,2614,"আঁকোৰা,এঢলীয়া,কেঁকোৰা,বেঁকাবেঁকি"
crooked,প্ৰকৃত বিশেষণ,Proper Adj.,2614,"আঁকোৰা,এঢলীয়া,কেঁকোৰা,বেঁকাবেঁকি"
bended,প্ৰকৃত বিশেষণ,Proper Adj.,2614,"আঁকোৰা,এঢলীয়া,কেঁকোৰা,বেঁকাবেঁকি"
indirect,প্ৰকৃত বিশেষণ,Proper Adj.,2616,পৰোক্ষ
untrodden,প্ৰকৃত বিশেষণ,Proper Adj.,2619,"পথহীন,pathless,roadless,trackless"
pathless,প্ৰকৃত বিশেষণ,Proper Adj.,2619,"পথহীন,untrodden,roadless,trackless"
roadless,প্ৰকৃত বিশেষণ,Proper Adj.,2619,"পথহীন,untrodden,pathless,trackless"
trackless,প্ৰকৃত বিশেষণ,Proper Adj.,2619,"পথহীন,untrodden,pathless,roadless"
fearful,প্ৰকৃত বিশেষণ,Proper Adj.,2621,"ভয়াতুৰ,সন্ত্ৰস্ত,তৰন্ত,ভীতিগ্ৰস্ত"
afraid,প্ৰকৃত বিশেষণ,Proper Adj.,2621,"ভয়াতুৰ,সন্ত্ৰস্ত,তৰন্ত,ভীতিগ্ৰস্ত"
apprehensive,প্ৰকৃত বিশেষণ,Proper Adj.,2621,"ভয়াতুৰ,সন্ত্ৰস্ত,তৰন্ত,ভীতিগ্ৰস্ত"
terrified,প্ৰকৃত বিশেষণ,Proper Adj.,2621,"ভয়াতুৰ,সন্ত্ৰস্ত,তৰন্ত,ভীতিগ্ৰস্ত"
startled,প্ৰকৃত বিশেষণ,Proper Adj.,2621,"ভয়াতুৰ,সন্ত্ৰস্ত,তৰন্ত,ভীতিগ্ৰস্ত"
distinguished,প্ৰকৃত বিশেষণ,Proper Adj.,2622,বিশিষ্ট
close,প্ৰকৃত বিশেষণ,Proper Adj.,2632,"ঘনিষ্ঠ,নিবিড়,অন্তৰঙ্গ,আত্মীয়"
intimate,প্ৰকৃত বিশেষণ,Proper Adj.,2632,"ঘনিষ্ঠ,নিবিড়,অন্তৰঙ্গ,আত্মীয়"
foggy,প্ৰকৃত বিশেষণ,Proper Adj.,2642,"কুঁৱাকুঁই,কুঁৱলীময়"
luxurious,প্ৰকৃত বিশেষণ,Proper Adj.,2671,"ঢঙা,লাখৰ বাখৰ,বিলসীয়া,ভোগান্বেষী"
world famous,প্ৰকৃত বিশেষণ,Proper Adj.,2676,"বিশ্ববিশ্ৰুত,জগদ্বিখ্যাত,বিশ্ববিখ্যাত"
matchless,প্ৰকৃত বিশেষণ,Proper Adj.,2685,"অপ্ৰতিম,অতুল,অতুল্য,অনুপম"
incomparable,প্ৰকৃত বিশেষণ,Proper Adj.,2685,"অপ্ৰতিম,অতুল,অতুল্য,অনুপম"
flat,প্ৰকৃত বিশেষণ,Proper Adj.,2690,"সমান,uniformity"
uniformity,প্ৰকৃত বিশেষণ,Proper Adj.,2690,"সমান,flat"
equal,প্ৰকৃত বিশেষণ,Proper Adj.,2691,"সম,সমান"
illiterate,প্ৰকৃত বিশেষণ,Proper Adj.,2693,"অনাখৰী,অসাক্ষৰ,অনক্ষৰ,অনাক্ষৰ"
unlettered,প্ৰকৃত বিশেষণ,Proper Adj.,2693,"অনাখৰী,অসাক্ষৰ,অনক্ষৰ,অনাক্ষৰ"
analphabetic,প্ৰকৃত বিশেষণ,Proper Adj.,2693,"অনাখৰী,অসাক্ষৰ,অনক্ষৰ,অনাক্ষৰ"
quiet,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
gentle,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
meek,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
spiritless,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
tame,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
harmless,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
inoffensive,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
innocuous,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
unoffending,প্ৰকৃত বিশেষণ,Proper Adj.,2694,"নিমাখিত,নিৰহ,অনপকাৰী,দোষমুক্ত"
absent-minded,প্ৰকৃত বিশেষণ,Proper Adj.,2701,"আন্‌মনা,উন্মন,আনমনা,অন্যমনস্ক"
clad,প্ৰকৃত বিশেষণ,Proper Adj.,2709,"worn,পৰিহিত,dressed"
dressed,প্ৰকৃত বিশেষণ,Proper Adj.,2709,"worn,পৰিহিত,clad"
worn,প্ৰকৃত বিশেষণ,Proper Adj.,2709,"পৰিহিত,clad,dressed"
reckless,প্ৰকৃত বিশেষণ,Proper Adj.,2711,"অসতৰ্ক,বেপৰোৱা,বে-হুঁচিয়াৰ,দায়িত্বজ্ঞানহীন"
careless,প্ৰকৃত বিশেষণ,Proper Adj.,2711,"অসতৰ্ক,বেপৰোৱা,বে-হুঁচিয়াৰ,দায়িত্বজ্ঞানহীন"
unheeding,প্ৰকৃত বিশেষণ,Proper Adj.,2711,"অসতৰ্ক,বেপৰোৱা,বে-হুঁচিয়াৰ,দায়িত্বজ্ঞানহীন"
heedless,প্ৰকৃত বিশেষণ,Proper Adj.,2711,"অসতৰ্ক,বেপৰোৱা,বে-হুঁচিয়াৰ,দায়িত্বজ্ঞানহীন"
regardless,প্ৰকৃত বিশেষণ,Proper Adj.,2711,"অসতৰ্ক,বেপৰোৱা,বে-হুঁচিয়াৰ,দায়িত্বজ্ঞানহীন"
neglectful,প্ৰকৃত বিশেষণ,Proper Adj.,2713,যত্নহীন
worm-eaten,প্ৰকৃত বিশেষণ,Proper Adj.,2717,"পুকীয়া,পোকে খোৱা,পোকে ধৰা"
naughty,প্ৰকৃত বিশেষণ,Proper Adj.,2726,"লাঠুৱা,তবাজ,টটাটিঙ্গা,দুৰন্ত"
mischievous,প্ৰকৃত বিশেষণ,Proper Adj.,2726,"লাঠুৱা,তবাজ,টটাটিঙ্গা,দুৰন্ত"
respectable,প্ৰকৃত বিশেষণ,Proper Adj.,2741,"শ্ৰদ্ধাযুক্ত,মান্যবৰ,বৰেণ্য,বৰণীয়"
venerable,প্ৰকৃত বিশেষণ,Proper Adj.,2741,"শ্ৰদ্ধাযুক্ত,মান্যবৰ,বৰেণ্য,বৰণীয়"
respectful,প্ৰকৃত বিশেষণ,Proper Adj.,2741,"শ্ৰদ্ধাযুক্ত,মান্যবৰ,বৰেণ্য,বৰণীয়"
honourable,প্ৰকৃত বিশেষণ,Proper Adj.,2741,"শ্ৰদ্ধাযুক্ত,মান্যবৰ,বৰেণ্য,বৰণীয়"
once-for-all,প্ৰকৃত বিশেষণ,Proper Adj.,2742,"এককালীন,one-time"
one-time,প্ৰকৃত বিশেষণ,Proper Adj.,2742,"এককালীন,once-for-all"
sectarian,প্ৰকৃত বিশেষণ,Proper Adj.,2756,"সাম্প্ৰদায়িক,সম্প্ৰদায়িক"
incessant,প্ৰকৃত বিশেষণ,Proper Adj.,2758,"ধাৰাবাহিক,ধাৰাসাৰ,অবিশ্ৰান্ত,বিৰামহীন"
ceaseless,প্ৰকৃত বিশেষণ,Proper Adj.,2758,"ধাৰাবাহিক,ধাৰাসাৰ,অবিশ্ৰান্ত,বিৰামহীন"
unending,প্ৰকৃত বিশেষণ,Proper Adj.,2758,"ধাৰাবাহিক,ধাৰাসাৰ,অবিশ্ৰান্ত,বিৰামহীন"
non-stop,প্ৰকৃত বিশেষণ,Proper Adj.,2758,"ধাৰাবাহিক,ধাৰাসাৰ,অবিশ্ৰান্ত,বিৰামহীন"
unhindered,প্ৰকৃত বিশেষণ,Proper Adj.,2758,"ধাৰাবাহিক,ধাৰাসাৰ,অবিশ্ৰান্ত,বিৰামহীন"
continual,প্ৰকৃত বিশেষণ,Proper Adj.,2758,"ধাৰাবাহিক,ধাৰাসাৰ,অবিশ্ৰান্ত,বিৰামহীন"
continuous,প্ৰকৃত বিশেষণ,Proper Adj.,2758,"ধাৰাবাহিক,ধাৰাসাৰ,অবিশ্ৰান্ত,বিৰামহীন"
neutral,প্ৰকৃত বিশেষণ,Proper Adj.,2764,"পক্ষপাতিত্বহীন,নিৰপেক্ষ,inert"
inert,প্ৰকৃত বিশেষণ,Proper Adj.,2764,"পক্ষপাতিত্বহীন,নিৰপেক্ষ,neutral"
strong,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
acute,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
keen,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
intense,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
nip,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
shrill,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
drastic,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
severe,প্ৰকৃত বিশেষণ,Proper Adj.,2765,"চোকা,উদগ্ৰ,কাঢ়া,চেংচেঙীয়া"
verbal,প্ৰকৃত বিশেষণ,Proper Adj.,2773,"মৌখিক,বাছনিক,oral"
oral,প্ৰকৃত বিশেষণ,Proper Adj.,2773,"verbal,মৌখিক,বাছনিক"
micro,প্ৰকৃত বিশেষণ,Proper Adj.,2774,মাইক্ৰ’
luxuriant,প্ৰকৃত বিশেষণ,Proper Adj.,2775,"দলফলীয়া,লহপহীয়া,শ্ৰী ধৰা,flourishing"
flourishing,প্ৰকৃত বিশেষণ,Proper Adj.,2775,"দলফলীয়া,লহপহীয়া,শ্ৰী ধৰা,luxuriant"
financial,প্ৰকৃত বিশেষণ,Proper Adj.,2782,"আৰ্থিক,বিত্তীয়"
heavy,প্ৰকৃত বিশেষণ,Proper Adj.,2786,"মুষলধাৰ,কলহৰ কানে ঢলা,ধাৰাষাৰ,হুৰহুৰাই"
paternal,প্ৰকৃত বিশেষণ,Proper Adj.,2789,পৈতৃক
ancestral,প্ৰকৃত বিশেষণ,Proper Adj.,2791,"কৌলিক,বংশানুগত,সাত-পুৰুষীয়া,পৈতৃক"
youthful,প্ৰকৃত বিশেষণ,Proper Adj.,2796,"গজলীয়া,কেৰেহুৱা,চফল"
sanguine,প্ৰকৃত বিশেষণ,Proper Adj.,2806,"আশাবাদী,optimistic,hopeful"
optimistic,প্ৰকৃত বিশেষণ,Proper Adj.,2806,"আশাবাদী,sanguine,hopeful"
hopeful,প্ৰকৃত বিশেষণ,Proper Adj.,2806,"আশাবাদী,sanguine,optimistic"
mild,প্ৰকৃত বিশেষণ,Proper Adj.,2809,"মৃদু,bland"
bland,প্ৰকৃত বিশেষণ,Proper Adj.,2809,"মৃদু,mild"
truthful,প্ৰকৃত বিশেষণ,Proper Adj.,2813,"সত্যনিষ্ঠ,সত্যাচাৰী,সত্যসন্ধ,সত্যপৰায়ণ"
veracious,প্ৰকৃত বিশেষণ,Proper Adj.,2813,"সত্যনিষ্ঠ,সত্যাচাৰী,সত্যসন্ধ,সত্যপৰায়ণ"
veriloquent,প্ৰকৃত বিশেষণ,Proper Adj.,2813,"সত্যনিষ্ঠ,সত্যাচাৰী,সত্যসন্ধ,সত্যপৰায়ণ"
sharp,প্ৰকৃত বিশেষণ,Proper Adj.,2816,"শনাল,নিশিত,খৰ-শান,তীক্ষ্ণধাৰ"
bright,প্ৰকৃত বিশেষণ,Proper Adj.,2817,"বুধিয়ক,সৌনক,তীখৰ,তজবজীয়া"
intelligent,প্ৰকৃত বিশেষণ,Proper Adj.,2817,"বুধিয়ক,সৌনক,তীখৰ,তজবজীয়া"
sharp,প্ৰকৃত বিশেষণ,Proper Adj.,2817,"বুধিয়ক,সৌনক,তীখৰ,তজবজীয়া"
smart,প্ৰকৃত বিশেষণ,Proper Adj.,2817,"বুধিয়ক,সৌনক,তীখৰ,তজবজীয়া"
godly,প্ৰকৃত বিশেষণ,Proper Adj.,2818,"নৈষ্ঠিক,ঐকান্তিক,নিষ্ঠাৱন্ত,স্বধৰ্মী"
pious,প্ৰকৃত বিশেষণ,Proper Adj.,2818,"নৈষ্ঠিক,ঐকান্তিক,নিষ্ঠাৱন্ত,স্বধৰ্মী"
religious,প্ৰকৃত বিশেষণ,Proper Adj.,2818,"নৈষ্ঠিক,ঐকান্তিক,নিষ্ঠাৱন্ত,স্বধৰ্মী"
devout,প্ৰকৃত বিশেষণ,Proper Adj.,2818,"নৈষ্ঠিক,ঐকান্তিক,নিষ্ঠাৱন্ত,স্বধৰ্মী"
